S1,S2,S3,S4
2.706849839399938,2.561368396762818,2.145803374254697,2.2630036555245807
0.6281327087844596,2.388328350348702,2.5805003010895526,3.7949389517424423
0.9079694464765431,0.4352096469731749,-0.0022535495475130007,2.4597235826260846
0.5038257538223936,0.21534074198733089,0.9408135670530327,1.8289920017820895
0.6511179479432686,0.47975951525902577,0.5906652092338993,1.5827383406517312
1.9479662034958776,0.6573268677957211,0.8476597910742187,1.6796140028173807
0.3162296624976118,2.2421830321718232,1.328065547435797,2.627960767685369
1.0470789278666528,0.8579561552818533,0.8567520153692667,2.1591384703275622
0.43946330486841667,1.2276830975326518,0.9611677490632003,2.0889662805912543
1.32196404389251,0.18885353323526022,0.09514649797228192,1.1419052198574422
1.3549125866603842,1.9978299871761735,0.5097613345161699,1.8033103690771144
1.284127486721906,2.938180846745164,1.5997156818111762,2.0164814490129657
1.4391537054290116,1.482439559197545,0.2746671851926469,3.3698822308871352
-0.14205919966169145,2.039774492505476,1.5327445045966899,3.221066710415979
1.2151298022330432,0.9310779874766859,0.02035588883363182,2.2542074378964148
0.12130084882778247,1.5122941080854968,0.8820896217338037,1.7121289379324218
0.9381782264129805,1.2928433697296065,0.27209334926108547,1.958583360003012
1.0318352152332242,1.1454284774280625,1.452911496513123,2.25080076453498
0.19376747662511315,1.7398625657225104,2.103930120942741,3.7556992046177715
1.4309468112716297,1.6294095293726913,0.01643000797299682,3.1881505262544554
-0.4920324944461555,1.4032609359345956,1.0612590905228383,2.8822296600648665
0.8011130547620944,1.0496280447980617,-0.07462398117390817,2.6557714964968535
0.2882943926889982,1.711075155814102,0.8068825664302925,2.251651158515302
0.3101290505373649,1.5237649765803087,0.3044789005478971,2.5249243916631214
0.9721074373447783,0.028348212865807576,-0.07747780537023549,2.2531486986159504
0.6060601436969609,1.8561217615812882,0.8522977638377462,3.0613939207639045
0.6093469004991477,0.6988520777810177,1.2617502961680604,3.783551813368804
-0.4344008948576621,1.4026222296960842,0.8204536205094883,3.620586906684905
0.16394765898378955,1.5624862991573445,0.28257616525331747,2.0078049498603447
0.7425090113285918,1.6046956158109786,0.1356842410567787,2.7171967104788424
1.4749412953026737,1.0931375920824065,-0.42335396889139487,2.7384398774050847
0.46208678590173297,2.296568952790933,1.1558343566838856,2.56600012464712
1.0301850525133318,1.8421552893570146,1.0520332479581067,3.6826967260201044
0.4377870128827133,1.2677170926546177,0.5943575779381953,4.0944660741265695
1.1103734366988234,1.9851887265307218,0.1782534925621723,3.4111189326243676
0.8292042805460709,1.9822185828736436,1.7635145289790017,4.427796955484423
0.5781976231712315,1.167415909633026,0.7317346749676943,3.780126770826598
1.484879532044584,1.6119091582799099,0.18864783373477734,3.5052797925824697
0.40393761302780085,2.675980196191359,1.0917572472471757,3.1307344694773946
1.2732395290510146,1.5556835249131995,0.9506814680035025,2.9949694146831214
0.5004351666299609,2.1630225227804907,2.0815942565008116,3.5301248275348307
1.6134539966907024,1.8578327351198192,0.8631907937637161,3.737027501656927
0.6945621875731898,2.419136758370012,1.8316812920752061,3.4412789064804254
1.2821559473857722,2.266092185110139,0.44249856581413305,3.4940586585080546
1.0262198239260403,1.8486921838977541,1.3523776117012396,3.363413932882035
0.8674118154216106,2.152789298534741,1.1526411210714003,4.042320002800279
2.0748034128560233,2.2730386396951414,0.49033427877742713,3.2343512675302195
1.300007289899175,2.6842356571588586,1.2288284466295174,4.774928973508372
1.1731940162975927,2.3708454120909006,1.4768203785868244,4.876431978454734
1.3493109385696052,2.186884147291956,1.0617209609392242,3.81428964902011
0.2419068746777553,2.718191021301422,0.9937476144184949,3.161977462984449
2.08762225122923,1.6427694953274488,1.114366938659212,3.142384086840727
0.40906775184002964,2.769748687484486,1.8230760662962022,4.147637430025175
1.1989943242460819,1.233985161792142,-0.20255553914641383,3.1575123200765045
0.8577913596700417,1.869099561808928,1.0749408269575917,2.4363039940134623
0.33007782265978286,2.174772442039524,1.34400933324387,3.1568513520838657
0.8574390279183703,0.9383308330666671,0.41509157026866267,2.770362631644452
0.427344175566695,2.221536505813093,0.935780057386016,1.888309506092356
0.14644072910675288,0.832211431725146,0.7586898070247126,2.5828807406991303
0.4630983986099251,0.8969792620141294,-0.20935120143349878,1.5068637541129324
-0.0197790588908828,1.678525289567721,1.0791262932247956,1.304461197636335
0.5080238996988122,1.7132538768736125,-0.07786254360511297,1.9016096235763849
0.7884297075827729,2.6032137248746663,0.4509194317441174,1.7104266925211795
-0.24987599477783606,1.91322136626965,1.251582031105456,2.7068454874299683
1.1281376503416352,2.2039549310064137,-0.1665156109877406,2.5057959268501047
-0.006155094253461585,2.087184476476095,0.581405054048646,2.138531611646442
0.6212603803187967,1.4383756619697257,-0.6586604027357987,1.6367245389965355
0.38367786678301147,2.2111623990292673,0.901220731012697,1.8010698423978642
1.0451253816443857,2.1157398280660726,1.285999265490966,2.553731965702167
1.0690425727444626,2.467333318686074,1.2985756725114943,2.304735517731224
-0.16013597022262938,2.2072080953389954,-0.21259269528110158,1.7444892443652809
1.6825331661127765,1.216776970591107,-0.3647003584519732,0.283850074762146
-0.6951264943559408,2.603832717442413,1.63030699532598,1.479699143689476
2.097494740623251,2.3656368352663897,0.2252250088713914,0.7213402855515633
0.26734706653265233,3.1551398746795245,1.3798948432890694,2.3926411216929386
1.4387515222995322,2.730349955867803,-0.4387608188725779,1.215915766282995
1.0798316083622232,3.0898077484817548,1.4893577977112857,1.4010723388081365
-0.38568145742907023,3.2871708488816296,0.9479687455028025,1.8461574779227603
1.9639733897824,1.0198901828504783,-0.5596370100477477,0.4742465911991586
-0.16327857921566769,3.4844144438321107,1.4261291771160163,1.4974879426101568
1.6526415984763176,1.9632585241923088,-1.1096491634864987,0.24848878989316658
0.9769137964456219,1.5300570630514243,1.1508291614839117,1.817182840627523
1.4895298317759713,2.7131386632962275,0.4256529986815097,0.6735549014214551
1.258553826866593,2.3555410888343093,1.5671631638218477,2.302448862105603
-0.05214398584468638,2.118583379569376,1.019543188909154,2.3365549346885692
1.5027656455785958,1.4843042292692263,-0.2915139114017016,0.6192284103967536
-0.570651199953399,1.818722258220399,0.8848862238824018,1.3417823195977334
1.2010888723990236,1.3288669792227719,-0.3798448498714896,-0.5200494548841813
0.919016620680911,2.5638775306782895,1.6471385611301015,1.2398639827382438
0.8168954252310408,2.5632701190883176,-0.041997815287708185,0.25972415834751716
1.592201617980662,1.2430838500098695,0.3825478873201852,1.0173651717429335
0.7559225801904236,1.2897936951351485,1.7352223912399616,1.703251366616915
2.0687836513479576,2.3221551121551913,0.40646065052297764,0.8255126928853351
0.9480187860634192,2.644761045453057,2.0667608394886163,1.4040640784167935
1.875486529500371,2.439963846738737,1.0784389689148162,1.674002322649034
1.287969856513029,2.1167649046589077,1.6495462081234977,1.6450030914415217
1.220234042624555,2.521645284208061,1.623553247999483,1.7681452975669492
1.9240715194152298,2.230514889146721,0.37078128646903763,1.4340416900345694
0.8223359933602679,2.599856566166464,1.2918123387206024,1.3052482451109282
1.6818012457213756,2.9810508560761666,0.2511204302651498,0.966518985411482
1.4678397939302994,2.946396265056667,1.7281701729236538,1.5580648201182916
2.2173585535169944,1.6112804828234273,1.5858888158180788,1.7946561562188474
1.525825126252386,2.5001566322712203,1.6050151843600655,2.198491649363778
