S1,S2,S3,S4,S5
-1.6868976871883288,-1.284061350525104,-0.6760281979050319,-2.560116333879169,-1.0542366201483595
-0.730267230574586,-0.5548600588315474,-2.5543311467791057,-0.5263354765323438,1.100919246745153
-1.2620454644775805,-0.7818417155706263,-0.7332579583010237,-0.8980638174183688,0.08859271841027232
2.7064061430824244,-2.376647186373905,-0.932955319345085,-0.09534535162230064,-2.008676178178552
3.4483130394329184,0.05254841385871205,1.3728391899070274,-1.4781794994033441,-0.9763667950399713
0.8717554093271228,0.9490204208547118,4.94199103611848,2.9905955354335583,0.4430656433492043
-3.3116879708524625,-0.2615983837826465,2.8263641526605143,-0.26296982989187434,-0.42658047470637506
2.767842867299034,2.386103478543894,-2.8024797029381383,-0.2693684361262709,0.5211569972384356
4.703689801982442,1.1522645635667155,-1.6092035296762472,0.22473015968674015,1.2705358155944995
-1.6463060180262317,-0.09280855162330122,1.469862301126344,3.385941338876275,4.067678150661652
-3.5959780753721406,1.1490366093873872,-1.0799354324060793,4.893118244531691,4.411882387769631
-2.985980125255188,4.011441121571971,1.371519218161242,2.3469993118283554,1.8666510279414006
0.9256358174728868,4.774975904361933,1.8136690222923548,-3.133351502117856,-3.3908151453199187
3.175170808569326,1.459277760960925,1.1840951004739002,-1.5521010098027812,-5.257406843984776
-0.4437541884011345,2.2921192852521237,2.5658557537862112,2.9240839404233188,-0.063091191252974
-4.357400101505541,1.095411369311198,3.0020173558057452,2.205092251128446,-0.42195705112209647
2.439178260356982,-3.5634486484141834,-1.6110999615895392,0.7799330144891732,2.1808500402132913
0.051788586856656035,-1.4470482172235966,-0.14458244210975676,0.7764806162605038,0.6939850468945787
-1.9672772430522822,-3.2605092359240797,2.4610593037352357,-1.5264253265575936,-2.8333407476100794
-1.9191316090785355,-2.5800046784744395,-2.4418661537318886,-4.070622744250621,-2.504145594327871
0.4175592431533904,-2.55122942930101,-6.167066683315253,-1.381505890704064,1.810911529919721
2.006887428523838,-1.942767662677889,-2.396358999489217,1.3898352956466455,4.064677251472397
-2.2731248555495287,-2.489897238832004,-0.9005984021424612,1.8374828322384396,-0.14100321679861752
-1.4751669990725202,-2.61731715641156,2.549438499005951,-2.209641492007566,-5.55776859756798
-2.8822738862716357,-3.565229345103257,-2.1435398279242768,-3.7001849608593846,-3.5503867437080667
1.5988906525308717,2.073058194965337,-4.155072753550094,-5.430950825717222,-1.423115841109872
1.0515982078886643,3.0884877831157382,-2.609069546949468,-1.3185118048600741,-0.6725340050297128
-1.2149768283811273,3.6054729846516613,0.5588222321290253,0.46779892232551323,-1.9696403599434935
0.48358912548856536,3.7787432919869355,3.186175040386071,-0.11435477419948503,4.000901023989038
5.221377926439236,0.3340758791150818,0.7753538327527758,-0.3567290978030126,5.109166710697604
5.045908420079302,3.0375948258756535,-3.3422184526766636,-0.6435525250563255,0.32242888219027416
2.1372628347539617,2.357225795924375,-0.9580366899979817,0.16553914118900903,-2.536714883289357
-0.35375101969956263,-3.9582434417082086,-2.8952479502084296,-1.2996664380607368,-0.15748584788829426
-4.971652690016557,-2.018458761147137,0.20683648247995196,-1.2463423998302843,1.9310286016612566
-2.621376245578596,-3.5837398880608307,-0.27340057428068437,0.6443677423941837,1.813330862354149
-1.5745809531078054,-1.2240223930336964,-0.23465989292579323,3.2550386476989748,-2.5412184832462286
-0.8003342614733234,1.6421131908190727,-1.1736621401397622,0.19530719979094324,-2.5182456471085537
-1.7818504001939786,1.0660223079016826,2.345097717015734,-0.07474583891763077,-1.3544106019208486
-1.5155977982135178,-3.685465905975126,0.5343464170262258,-0.08154892362908718,-0.3814555897354508
0.8841703994256177,-2.7284101962213256,0.3847919463957488,-0.8232681748156214,1.1216142051569433
-0.2780062665789496,-0.34538725474164517,1.0403624681142223,0.9460166540584221,3.1652743549011526
2.307226243516624,1.7798424153498964,6.506040878048452,3.2548508833747665,1.9304327557138916
-0.5439763284192881,-0.6944158101428858,3.7643635180165296,1.0697175290201661,-0.4147166023836999
-2.640704995722363,-1.6476850023428176,-2.133132652179569,0.5676234925548547,-1.5310284884272576
-0.16144369220414406,-1.218278975513978,-3.9498182344532706,1.2138139747106649,-0.7183023849302634
0.4334100948626451,0.07626073492865042,2.8051103298450193,1.702663977255257,-0.011011254650355152
0.7601144610819378,-0.829818962508696,0.01568938389295697,-1.3314895092157744,1.5199387101846598
1.2558135766997958,-0.671918849592168,1.2609109046438456,0.5554863262104242,2.4710943199901116
4.496401561237293,0.9008379044863342,4.617963591314915,1.5088319145695053,2.1268153618350145
5.404448419794023,2.790747916486726,-0.33536034289515865,0.48434590953722056,3.9848637820550583
1.2467369685014114,3.998068142938477,-1.1312187578973512,4.708971544376294,2.6277516531424756
2.0241616203949753,3.8953321010553768,-0.20349128501212907,-1.5602816575815353,-2.1897542472452924
-2.53309969620368,-0.7563654803688551,-2.2148176422727586,-0.37204473645604236,-2.9971958529054694
-3.61313710320858,0.604014722788022,-0.4593197221325717,-2.3140548105242376,-1.0858776924752842
-0.9231593884373887,3.8838094839319037,1.0805062787827804,-0.6174535741493744,-0.7698398448639026
-2.095640193071899,3.8500018564240044,0.41136957077687647,-0.9351402420118827,-1.7230510518960742
1.1652633777167616,-0.9161029300912616,-1.1006086689089662,0.01980633629764571,-0.9598930728342354
-0.8353063731576279,-3.1781989119929586,-2.1866559993721846,2.9851155359993746,0.8759483528455199
-0.12109262368948855,-1.3686012218962293,0.7499779286355364,-2.002181489788309,1.5550359186880252
1.928806710207492,-2.500567655292297,0.541799021067624,-1.361743454406405,2.870273746323809
1.3391674472145876,3.309979351474335,2.4365942686991104,0.32068483334495645,-0.7640737797460087
-0.660339951225137,-0.8722317796484179,4.1948568562827315,-0.10203753489338634,-1.9873876754531277
-1.9578276566025685,-1.410328789204664,0.611566868285938,-1.6219078110213272,-0.39795976844345016
-2.1473685430039438,-1.4996690298570239,-2.3885606675975835,-1.1525932425926952,4.188368585064783
-0.4097710106908597,-2.3335430557178207,-3.1515620003814595,-2.38474657402138,1.9131665247603526
0.2351963239697969,0.8816788259471383,-2.0007630564382244,-1.4941005921546116,-3.5439080999520156
2.9301728937527516,1.0207265994817583,-0.8724030844058317,1.3072859873577485,-2.908728072507308
0.14181022834091522,-0.07758277537583043,-2.5019942808843814,3.356602625189688,-0.3387079330656033
-1.5948722086532978,-0.6029139694136032,1.4815141844027442,1.0611445720550916,-2.6301223380304926
-0.18696309362178237,-0.9755250025375237,0.815247428142245,-0.47129425736097286,-2.1281212134113816
-1.1052658426123223,-0.5174617775715973,2.132797606888996,3.6168646595622755,1.3229353102956114
0.26371167359661224,3.278578950888222,6.089661101421743,4.289257108711485,1.262378319577937
0.873788261876503,3.58733908496894,3.271500111652499,-2.173448063303325,-1.5731978062886507
-0.06670057079480192,1.285180048099646,-2.404868612560174,-4.992600479898409,-5.01282948592562
0.6857264725312092,-2.257644096457437,-3.053828844839181,-2.276319155666458,-1.0336337889828808
2.7765264583202565,3.759363449523284,0.028362879183743344,-3.0353627861622567,0.233350139691869
3.7962471160053175,4.1241605785027335,2.039530605453571,-1.3548212952109187,4.350249318497761
3.138944117179388,2.647822396683422,2.1927680472254827,1.5661084520510966,3.9836530643555115
-3.2774463717379456,1.1308711363085475,1.5989521022335602,0.8391731079455728,2.0007786564389156
-2.3090900938771672,-4.081700453943541,-1.4739821706708818,-0.2994638824250225,1.310089471964096
1.1445807673418487,-2.7396791547398553,0.5964656713549081,0.4490738795563829,0.8957639866616527
0.3003699025574758,-1.702110083316632,-3.481170978341583,-2.588071092340168,-4.900804747664872
-1.5645077250633177,-2.6062649373325844,-4.222958323981755,-0.6206583805704061,-1.542562436374831
-2.2971599369598543,-1.965698160132365,-3.992313444782086,-0.08772143992006644,-3.3343387369206816
-0.8831438761956224,1.7712334267540926,-1.7939365915684498,0.49506164327842805,-2.21411234446618
0.8167724658490436,-1.9983113191539563,-1.0471565720129818,4.418383438067896,0.5202076193309101
2.506508106599436,-0.3058264072580576,-0.1568687303585524,-0.4274984008842699,0.4059999537277733
-0.046444089417897086,-0.3554811505448547,-4.274182084882915,-2.763251814451398,-1.3366056361252097
-2.4396492496342788,2.253119159777534,-0.7860277981044359,-0.6229563505753835,2.126240578617926
-2.041127779568077,2.318496452496569,-1.4343274897240137,-0.06817615047457272,-1.4526205866334851
-1.6172550888071808,-1.1781271753593932,-0.34580484488179225,-1.5408012657969938,-3.3957621883616538
1.063454496472265,-1.234960825567068,0.32850951857952,-0.5259949156372339,-2.010147307791396
4.298026291821735,-0.8847992460545533,1.2676655061561788,0.6302891136262079,1.7170617370029397
1.0162658740857051,-2.051928918640279,-0.6217491206254215,-0.9857434429202749,0.3488025719099366
-3.4045751178372554,-2.83153357466983,-0.44280102231872037,0.27499541663409865,1.2368076388275446
